"","iso2c","country","year","status","Mortality_rate_neonatal","Maternal_mortality_ratio","Mortality_rate_infant","Mortality_rate_infant_male","Mortality_rate_infant_female","iso3c","region","capital","longitude","latitude","income","lending"
"3507","PL","Poland",2018,"",2.8,NA,3.9,4.2,3.5,"POL","Europe & Central Asia","Warsaw","21.02","52.26","High income","IBRD"
"3508","PR","Puerto Rico",2001,"",NA,26,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3509","PR","Puerto Rico",2004,"",NA,25,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3510","PR","Puerto Rico",2000,"",NA,26,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3511","PR","Puerto Rico",2005,"",NA,23,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3512","PR","Puerto Rico",2002,"",NA,24,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3513","PR","Puerto Rico",2003,"",NA,23,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3514","PR","Puerto Rico",2017,"",NA,21,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3515","PR","Puerto Rico",2009,"",NA,23,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3516","PR","Puerto Rico",2006,"",NA,23,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3517","PR","Puerto Rico",2007,"",NA,23,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3518","PR","Puerto Rico",2008,"",NA,23,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3519","PR","Puerto Rico",2013,"",NA,20,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3520","PR","Puerto Rico",2014,"",NA,21,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3521","PR","Puerto Rico",2015,"",NA,20,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3522","PR","Puerto Rico",2016,"",NA,20,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3523","PR","Puerto Rico",2011,"",NA,22,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3524","PR","Puerto Rico",2018,"",NA,NA,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3525","PR","Puerto Rico",2019,"",NA,NA,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3526","PR","Puerto Rico",2020,"",NA,NA,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3527","PR","Puerto Rico",2012,"",NA,19,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3528","PR","Puerto Rico",2010,"",NA,21,NA,NA,NA,"PRI","Latin America & Caribbean","San Juan","-66","18.23","High income","Not classified"
"3529","PS","West Bank and Gaza",2010,"",13.2,45,18.8,20.3,17.2,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3530","PS","West Bank and Gaza",2002,"",16.5,70,23.9,25.6,22.1,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3531","PS","West Bank and Gaza",2000,"",17.1,70,25.3,27.1,23.5,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3532","PS","West Bank and Gaza",2001,"",16.8,69,24.6,26.3,22.8,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3533","PS","West Bank and Gaza",2006,"",14.8,58,21.2,22.8,19.5,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3534","PS","West Bank and Gaza",2007,"",14.4,56,20.5,22.1,18.9,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3535","PS","West Bank and Gaza",2008,"",13.9,53,19.9,21.5,18.3,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3536","PS","West Bank and Gaza",2009,"",13.5,50,19.3,20.8,17.8,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3537","PS","West Bank and Gaza",2013,"",12.3,36,17.3,18.7,15.9,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3538","PS","West Bank and Gaza",2014,"",12.1,37,16.9,18.2,15.4,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3539","PS","West Bank and Gaza",2011,"",12.9,42,18.3,19.7,16.7,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3540","PS","West Bank and Gaza",2012,"",12.6,40,17.8,19.2,16.3,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3541","PS","West Bank and Gaza",2005,"",15.3,59,21.9,23.5,20.2,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3542","PS","West Bank and Gaza",2018,"",10.9,NA,15.1,16.3,13.8,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3543","PS","West Bank and Gaza",2003,"",16.1,66,23.2,24.9,21.4,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3544","PS","West Bank and Gaza",2004,"",15.7,64,22.5,24.2,20.8,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3545","PS","West Bank and Gaza",2016,"",11.5,29,16,17.3,14.6,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3546","PS","West Bank and Gaza",2017,"",11.2,27,15.5,16.8,14.2,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3547","PS","West Bank and Gaza",2019,"",10.6,NA,14.6,15.8,13.4,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3548","PS","West Bank and Gaza",2020,"",10.3,NA,14.2,15.3,13,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3549","PS","West Bank and Gaza",2015,"",11.8,32,16.4,17.7,15,"PSE","Middle East & North Africa","","","","Lower middle income","Not classified"
"3550","PT","Portugal",2001,"",3.2,10,5.1,5.6,4.7,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3551","PT","Portugal",2002,"",3,10,4.7,5.1,4.3,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3552","PT","Portugal",2016,"",2.1,9,3,3.3,2.7,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3553","PT","Portugal",2000,"",3.4,10,5.5,6,5,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3554","PT","Portugal",2015,"",2.1,9,3,3.3,2.7,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3555","PT","Portugal",2006,"",2.2,9,3.4,3.7,3.1,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3556","PT","Portugal",2003,"",2.8,10,4.3,4.6,3.9,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3557","PT","Portugal",2004,"",2.6,10,3.9,4.2,3.6,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3558","PT","Portugal",2005,"",2.4,9,3.6,3.9,3.3,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3559","PT","Portugal",2011,"",2.1,9,3,3.3,2.7,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3560","PT","Portugal",2012,"",2.1,9,3,3.2,2.7,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3561","PT","Portugal",2013,"",2.1,8,3,3.2,2.7,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3562","PT","Portugal",2014,"",2.1,8,3,3.2,2.7,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3563","PT","Portugal",2019,"",1.9,NA,2.8,3.1,2.6,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3564","PT","Portugal",2020,"",1.8,NA,2.7,3,2.5,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3565","PT","Portugal",2017,"",2,8,3,3.2,2.7,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3566","PT","Portugal",2018,"",2,NA,2.9,3.2,2.6,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3567","PT","Portugal",2008,"",2.1,9,3.2,3.5,2.9,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3568","PT","Portugal",2009,"",2.1,9,3.1,3.4,2.8,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3569","PT","Portugal",2010,"",2.1,9,3.1,3.3,2.8,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3570","PT","Portugal",2007,"",2.1,9,3.3,3.6,3,"PRT","Europe & Central Asia","Lisbon","-9.13552","38.7072","High income","Not classified"
"3571","PW","Palau",2008,"",13,NA,22.3,24.7,19.8,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3572","PW","Palau",2009,"",12.7,NA,21.8,24.1,19.3,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3573","PW","Palau",2000,"",15.4,NA,25.5,28.2,22.7,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3574","PW","Palau",2005,"",14,NA,23.6,26.2,21,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3575","PW","Palau",2006,"",13.7,NA,23.2,25.7,20.6,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3576","PW","Palau",2007,"",13.4,NA,22.8,25.2,20.2,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3577","PW","Palau",2012,"",11.6,NA,20.1,22.3,17.8,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3578","PW","Palau",2013,"",11.2,NA,19.6,21.7,17.3,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3579","PW","Palau",2010,"",12.3,NA,21.3,23.6,18.8,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3580","PW","Palau",2011,"",11.9,NA,20.7,23,18.3,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3581","PW","Palau",2003,"",14.5,NA,24.3,27,21.6,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3582","PW","Palau",2004,"",14.2,NA,24,26.5,21.3,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3583","PW","Palau",2001,"",15.1,NA,25.1,27.7,22.3,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3584","PW","Palau",2002,"",14.8,NA,24.7,27.3,21.9,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3585","PW","Palau",2020,"",8.9,NA,15.7,17.4,13.8,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3586","PW","Palau",2016,"",10.2,NA,17.8,19.7,15.7,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3587","PW","Palau",2018,"",9.5,NA,16.7,18.5,14.7,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3588","PW","Palau",2019,"",9.2,NA,16.2,18,14.3,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3589","PW","Palau",2015,"",10.5,NA,18.3,20.3,16.1,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3590","PW","Palau",2017,"",9.8,NA,17.2,19.1,15.2,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3591","PW","Palau",2014,"",10.9,NA,18.9,21,16.7,"PLW","East Asia & Pacific","Koror","134.479","7.34194","High income","IBRD"
"3592","PY","Paraguay",2001,"",17.7,191,27.4,30,24.6,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3593","PY","Paraguay",2000,"",18.1,194,27.9,30.6,25.2,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3594","PY","Paraguay",2011,"",13.5,145,21.4,23.5,19.1,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3595","PY","Paraguay",2012,"",13.1,141,20.8,22.9,18.6,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3596","PY","Paraguay",2002,"",17.3,188,26.8,29.4,24.1,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3597","PY","Paraguay",2003,"",16.9,185,26.2,28.7,23.5,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3598","PY","Paraguay",2004,"",16.5,180,25.6,28.1,23,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3599","PY","Paraguay",2005,"",16.1,174,25,27.5,22.4,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3600","PY","Paraguay",2008,"",14.8,158,23.2,25.6,20.8,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3601","PY","Paraguay",2009,"",14.4,153,22.6,24.9,20.3,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3602","PY","Paraguay",2010,"",14,148,22,24.2,19.8,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3603","PY","Paraguay",2015,"",11.9,132,19,20.9,17,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3604","PY","Paraguay",2016,"",11.6,130,18.4,20.3,16.5,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3605","PY","Paraguay",2013,"",12.7,138,20.2,22.2,18,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3606","PY","Paraguay",2014,"",12.3,135,19.6,21.6,17.5,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3607","PY","Paraguay",2019,"",10.4,NA,16.7,18.4,14.9,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3608","PY","Paraguay",2020,"",10,NA,16.2,17.8,14.4,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3609","PY","Paraguay",2017,"",11.2,129,17.8,19.7,15.9,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3610","PY","Paraguay",2018,"",10.8,NA,17.2,19,15.4,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3611","PY","Paraguay",2007,"",15.2,163,23.9,26.2,21.4,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3612","PY","Paraguay",2006,"",15.7,168,24.5,26.8,21.9,"PRY","Latin America & Caribbean","Asuncion","-57.6362","-25.3005","Upper middle income","IBRD"
"3613","QA","Qatar",2006,"",5.3,11,8.7,9.4,8,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3614","QA","Qatar",2007,"",5.1,11,8.4,9.1,7.7,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3615","QA","Qatar",2001,"",6.3,14,10.3,11.1,9.5,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3616","QA","Qatar",2002,"",6.1,13,10,10.7,9.1,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3617","QA","Qatar",2003,"",5.9,13,9.6,10.4,8.8,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3618","QA","Qatar",2005,"",5.6,12,8.9,9.7,8.2,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3619","QA","Qatar",2008,"",4.9,11,8.2,8.9,7.5,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3620","QA","Qatar",2009,"",4.7,10,8,8.7,7.3,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3621","QA","Qatar",2004,"",5.8,13,9.3,10,8.5,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3622","QA","Qatar",2011,"",4.4,10,7.6,8.3,7,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3623","QA","Qatar",2012,"",4.2,10,7.4,8,6.8,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3624","QA","Qatar",2013,"",4.1,10,7.2,7.8,6.6,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3625","QA","Qatar",2010,"",4.5,10,7.8,8.5,7.2,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3626","QA","Qatar",2000,"",6.6,14,10.7,11.6,9.8,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3627","QA","Qatar",2016,"",3.9,9,6.3,6.8,5.8,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3628","QA","Qatar",2017,"",3.8,9,6,6.4,5.5,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3629","QA","Qatar",2018,"",3.8,NA,5.6,6,5.2,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3630","QA","Qatar",2019,"",3.7,NA,5.3,5.6,4.9,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3631","QA","Qatar",2020,"",3.5,NA,4.9,5.3,4.6,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3632","QA","Qatar",2014,"",4,10,7,7.5,6.4,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3633","QA","Qatar",2015,"",3.9,9,6.7,7.2,6.1,"QAT","Middle East & North Africa","Doha","51.5082","25.2948","High income","Not classified"
"3634","RO","Romania",2000,"",10.5,54,18.1,20,16.1,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3635","RO","Romania",2001,"",9.9,49,17.3,19.2,15.4,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3636","RO","Romania",2004,"",9.1,39,16.5,18.3,14.6,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3637","RO","Romania",2005,"",8.5,35,15.5,17.2,13.7,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3638","RO","Romania",2002,"",9.6,47,17,18.9,15.1,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3639","RO","Romania",2003,"",9.4,43,17,18.8,15,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3640","RO","Romania",2008,"",6.3,28,11.9,13.3,10.5,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3641","RO","Romania",2009,"",5.8,28,11.1,12.4,9.8,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3642","RO","Romania",2010,"",5.4,27,10.5,11.7,9.3,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3643","RO","Romania",2011,"",5.2,24,10,11.1,8.9,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3644","RO","Romania",2012,"",5.1,23,9.5,10.5,8.4,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3645","RO","Romania",2013,"",5,21,8.9,9.9,7.9,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3646","RO","Romania",2014,"",4.7,21,8.3,9.2,7.4,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3647","RO","Romania",2015,"",4.3,21,7.7,8.5,6.8,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3648","RO","Romania",2016,"",3.9,21,7,7.8,6.3,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3649","RO","Romania",2017,"",3.6,19,6.5,7.2,5.9,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3650","RO","Romania",2018,"",3.4,NA,6.1,6.7,5.5,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3651","RO","Romania",2019,"",3.4,NA,5.8,6.4,5.3,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3652","RO","Romania",2020,"",3.5,NA,5.6,6.1,5.1,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3653","RO","Romania",2007,"",6.9,30,13,14.4,11.5,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3654","RO","Romania",2006,"",7.7,32,14.2,15.7,12.6,"ROU","Europe & Central Asia","Bucharest","26.0979","44.4479","Upper middle income","IBRD"
"3655","RS","Serbia",2001,"",7.5,13,10.6,11.9,9.2,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3656","RS","Serbia",2002,"",7.1,13,9.9,11.2,8.6,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3657","RS","Serbia",2003,"",6.5,13,9.1,10.2,8,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3658","RS","Serbia",2005,"",5.6,12,7.7,8.7,6.7,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3659","RS","Serbia",2017,"",3.7,12,5.1,5.6,4.5,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3660","RS","Serbia",2018,"",3.6,NA,5,5.5,4.5,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3661","RS","Serbia",2004,"",6,13,8.4,9.4,7.3,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3662","RS","Serbia",2007,"",5.1,12,7,7.9,6.2,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3663","RS","Serbia",2008,"",5,12,6.9,7.7,6,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3664","RS","Serbia",2009,"",4.9,12,6.7,7.5,5.9,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3665","RS","Serbia",2006,"",5.2,12,7.3,8.2,6.4,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3666","RS","Serbia",2000,"",7.8,13,10.9,12.3,9.6,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3667","RS","Serbia",2012,"",4.5,12,6.2,6.8,5.5,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3668","RS","Serbia",2013,"",4.4,12,5.9,6.6,5.3,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3669","RS","Serbia",2014,"",4.2,12,5.7,6.3,5,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3670","RS","Serbia",2015,"",4,13,5.4,6,4.9,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3671","RS","Serbia",2016,"",3.8,12,5.2,5.8,4.7,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3672","RS","Serbia",2019,"",3.6,NA,4.9,5.4,4.4,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3673","RS","Serbia",2020,"",3.6,NA,4.9,5.4,4.4,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3674","RS","Serbia",2010,"",4.8,12,6.6,7.3,5.8,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3675","RS","Serbia",2011,"",4.7,12,6.4,7.1,5.6,"SRB","Europe & Central Asia","Belgrade","20.4656","44.8024","Upper middle income","IBRD"
"3676","RU","Russian Federation",2011,"",4.7,23,8.1,9,7.2,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3677","RU","Russian Federation",2012,"",4.7,22,7.9,8.8,7,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3678","RU","Russian Federation",2000,"",9,56,15.5,17.6,13.3,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3679","RU","Russian Federation",2001,"",8.6,53,14.7,16.7,12.6,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3680","RU","Russian Federation",2006,"",6,36,10.3,11.5,8.9,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3681","RU","Russian Federation",2007,"",5.4,32,9.6,10.7,8.3,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3682","RU","Russian Federation",2008,"",4.9,30,9,10,7.9,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3683","RU","Russian Federation",2009,"",4.6,27,8.6,9.6,7.6,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3684","RU","Russian Federation",2010,"",4.6,25,8.3,9.3,7.4,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3685","RU","Russian Federation",2015,"",4,18,6.6,7.3,5.9,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3686","RU","Russian Federation",2016,"",3.5,18,6.1,6.7,5.4,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3687","RU","Russian Federation",2013,"",4.6,20,7.6,8.4,6.7,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3688","RU","Russian Federation",2014,"",4.4,19,7.2,7.9,6.4,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3689","RU","Russian Federation",2019,"",2.6,NA,4.7,5.2,4.2,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3690","RU","Russian Federation",2020,"",2.3,NA,4.4,4.8,3.9,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
"3691","RU","Russian Federation",2017,"",3.2,17,5.5,6.1,5,"RUS","Europe & Central Asia","Moscow","37.6176","55.7558","Upper middle income","IBRD"
